0, 40
0, 54
0, 73
0, 81
0, 98
1, 11
1, 23
1, 58
1, 67
1, 90
2, 22
2, 52
2, 61
2, 80
2, 87
3, 28
3, 35
3, 41
3, 44
3, 78
4, 11
4, 14
4, 25
4, 28
4, 43
4, 54
4, 68
4, 73
5, 16
5, 51
6, 7
6, 16
6, 50
6, 53
6, 67
7, 26
7, 89
7, 96
8, 12
8, 25
8, 47
8, 49
8, 61
8, 65
9, 49
10, 30
10, 31
10, 33
10, 59
10, 65
10, 93
11, 20
11, 30
11, 82
11, 93
12, 41
12, 62
12, 73
12, 74
12, 91
13, 24
13, 51
13, 55
13, 62
13, 82
14, 17
14, 32
14, 53
14, 98
15, 20
15, 34
15, 69
15, 79
15, 92
16, 21
16, 26
16, 33
16, 47
17, 31
17, 57
18, 20
18, 47
18, 58
18, 71
18, 92
18, 93
18, 97
19, 61
19, 63
19, 72
19, 80
19, 81
19, 93
20, 59
20, 66
21, 47
21, 55
21, 81
22, 24
22, 28
22, 66
22, 77
22, 95
23, 32
23, 36
23, 45
23, 46
23, 48
23, 50
23, 66
23, 73
23, 95
24, 60
24, 64
24, 75
24, 91
24, 96
25, 47
25, 57
25, 63
25, 66
25, 87
26, 27
26, 54
26, 77
26, 82
27, 29
27, 31
27, 40
27, 42
27, 49
27, 58
27, 67
27, 68
27, 90
28, 30
28, 85
28, 88
28, 93
29, 53
30, 80
30, 83
30, 87
30, 92
31, 35
31, 59
32, 52
33, 77
34, 35
34, 41
34, 57
34, 65
34, 69
34, 93
35, 41
35, 72
35, 84
35, 87
35, 99
36, 65
36, 76
36, 84
36, 85
36, 98
37, 42
37, 57
37, 66
37, 82
37, 91
37, 92
38, 47
38, 94
38, 98
39, 53
39, 54
39, 65
40, 55
40, 70
41, 53
41, 84
42, 47
43, 49
43, 62
43, 63
43, 86
44, 56
44, 67
44, 87
44, 96
45, 77
45, 82
45, 98
46, 50
47, 97
49, 61
49, 67
49, 79
49, 89
49, 94
50, 60
51, 52
51, 60
51, 78
51, 89
51, 91
51, 98
52, 53
52, 91
52, 92
53, 66
53, 100
56, 59
56, 61
56, 71
56, 84
56, 99
57, 72
57, 74
57, 77
58, 59
58, 64
58, 65
58, 68
58, 100
59, 67
59, 90
62, 71
63, 70
63, 87
63, 99
64, 65
64, 97
65, 66
65, 81
65, 88
65, 98
65, 100
66, 82
66, 89
67, 84
67, 86
68, 95
69, 74
69, 98
70, 75
70, 82
70, 89
70, 91
71, 99
72, 82
72, 88
72, 92
73, 75
73, 96
74, 80
74, 91
74, 93
74, 94
74, 96
75, 77
77, 84
77, 96
78, 80
78, 83
79, 92
80, 84
80, 86
80, 99
81, 90
82, 90
82, 93
83, 94
83, 97
85, 90
85, 94
87, 91
88, 90
88, 97
90, 97
91, 100
94, 96
