0, 1
0, 34
1, 31
1, 64
1, 68
1, 91
1, 101
2, 40
2, 52
2, 61
2, 73
2, 76
2, 103
3, 29
3, 34
3, 50
3, 53
3, 96
4, 5
4, 24
4, 27
4, 46
4, 74
4, 99
4, 100
5, 7
5, 84
5, 88
5, 92
6, 15
6, 17
6, 32
6, 45
6, 46
6, 66
6, 82
7, 29
7, 43
7, 46
7, 49
7, 100
8, 11
8, 14
8, 21
8, 55
9, 13
9, 45
9, 73
9, 76
9, 90
9, 96
10, 37
10, 46
10, 49
11, 24
11, 29
11, 33
11, 56
11, 61
11, 90
11, 95
12, 32
12, 69
12, 93
12, 104
13, 14
13, 40
13, 46
13, 85
14, 64
14, 65
14, 67
14, 92
14, 94
14, 102
14, 106
14, 107
15, 32
15, 41
15, 65
15, 74
16, 23
16, 35
16, 37
16, 49
16, 59
16, 61
16, 92
16, 99
17, 19
17, 49
17, 73
18, 101
18, 105
19, 68
19, 74
20, 22
20, 26
20, 28
20, 51
21, 45
21, 62
21, 75
21, 76
21, 96
22, 44
22, 70
23, 48
23, 67
23, 72
23, 77
23, 83
23, 95
23, 98
24, 47
24, 81
25, 26
25, 53
25, 57
25, 59
25, 95
25, 98
26, 57
27, 47
27, 74
27, 85
28, 50
28, 83
28, 92
29, 31
29, 42
29, 65
29, 77
29, 83
29, 87
30, 33
30, 48
30, 53
30, 69
30, 70
31, 49
31, 53
31, 101
31, 103
31, 105
32, 106
33, 58
33, 83
33, 87
34, 105
35, 42
35, 68
35, 103
36, 51
36, 60
36, 62
36, 71
36, 87
37, 45
38, 55
38, 59
38, 73
38, 105
39, 52
39, 76
39, 85
39, 90
39, 93
40, 86
40, 93
41, 42
41, 50
41, 79
42, 44
42, 55
42, 73
42, 82
42, 105
43, 56
43, 80
43, 97
43, 106
44, 92
45, 76
45, 89
46, 57
46, 84
46, 90
46, 95
47, 82
47, 83
47, 85
47, 86
48, 87
48, 91
48, 106
49, 50
49, 65
49, 93
50, 77
50, 82
50, 89
50, 98
50, 101
51, 52
51, 53
51, 69
51, 105
52, 67
52, 90
53, 57
53, 62
54, 62
54, 84
55, 76
55, 81
55, 107
56, 87
56, 88
56, 100
57, 96
58, 106
59, 101
60, 67
60, 95
61, 75
62, 65
62, 70
62, 74
62, 80
63, 69
63, 71
63, 99
64, 75
64, 84
65, 74
66, 77
66, 80
66, 94
67, 70
67, 79
68, 79
68, 82
69, 82
69, 88
69, 99
70, 71
70, 90
71, 75
71, 78
71, 101
73, 82
74, 86
74, 92
74, 95
74, 107
75, 90
75, 107
76, 92
76, 106
78, 105
80, 83
80, 84
80, 86
80, 87
81, 102
82, 84
82, 103
84, 99
85, 101
86, 96
87, 88
87, 90
87, 96
87, 100
88, 100
88, 101
90, 97
91, 104
92, 100
92, 102
92, 106
93, 102
93, 106
94, 105
