0, 11
0, 12
0, 44
0, 60
0, 70
0, 85
0, 89
0, 103
0, 105
0, 106
1, 16
1, 33
1, 36
1, 57
1, 61
1, 64
2, 9
2, 118
3, 7
3, 18
4, 12
4, 49
4, 59
4, 114
5, 14
5, 23
6, 50
6, 91
6, 111
7, 19
7, 33
7, 34
7, 43
7, 80
7, 97
7, 107
7, 115
8, 10
8, 11
8, 32
8, 80
9, 10
9, 26
9, 33
9, 41
9, 98
9, 104
9, 107
10, 43
10, 77
10, 89
10, 112
11, 57
11, 111
11, 113
12, 57
12, 87
12, 99
12, 100
13, 17
13, 21
13, 73
13, 79
13, 90
13, 98
13, 116
14, 40
14, 64
15, 100
16, 51
16, 52
16, 61
16, 88
17, 66
17, 88
17, 106
18, 59
18, 78
18, 109
19, 60
19, 69
19, 88
19, 94
19, 99
19, 102
19, 108
19, 115
20, 23
20, 24
20, 58
20, 87
21, 59
21, 92
21, 120
22, 36
22, 57
22, 66
22, 101
23, 40
23, 74
23, 104
24, 35
24, 53
24, 95
24, 102
25, 47
25, 48
25, 52
25, 67
25, 85
25, 103
25, 114
26, 28
26, 108
26, 114
27, 96
28, 35
28, 41
28, 61
28, 63
28, 108
28, 115
28, 120
29, 42
29, 59
29, 77
29, 80
29, 91
29, 97
30, 35
30, 52
30, 66
30, 83
31, 32
31, 51
31, 59
31, 82
31, 119
32, 52
32, 57
32, 68
32, 81
32, 85
32, 104
33, 88
33, 114
34, 51
34, 86
35, 55
35, 60
35, 66
35, 89
35, 104
36, 47
36, 56
37, 90
38, 48
38, 52
38, 59
38, 68
38, 83
38, 85
38, 101
39, 40
39, 68
39, 111
40, 48
40, 76
40, 81
40, 102
41, 44
41, 115
42, 49
42, 63
42, 96
42, 105
43, 63
43, 97
44, 61
44, 70
44, 95
45, 90
45, 94
45, 101
45, 103
45, 119
46, 92
46, 112
47, 56
47, 70
47, 72
47, 86
47, 98
47, 110
48, 86
49, 98
50, 67
50, 94
50, 95
50, 117
51, 57
51, 76
51, 103
51, 113
52, 79
53, 63
53, 67
53, 114
54, 55
54, 99
54, 111
55, 103
56, 58
56, 67
56, 69
56, 104
57, 88
57, 99
57, 113
58, 60
58, 86
59, 90
59, 92
59, 94
59, 97
60, 87
60, 98
60, 113
60, 120
61, 82
61, 94
62, 67
62, 71
62, 104
62, 115
63, 87
63, 94
63, 99
63, 101
64, 92
65, 90
65, 118
66, 91
67, 98
68, 75
68, 77
68, 92
68, 102
68, 115
70, 80
70, 97
71, 76
71, 83
72, 92
72, 100
73, 88
74, 96
75, 82
75, 104
75, 117
75, 118
76, 107
77, 86
77, 101
79, 85
79, 89
79, 115
80, 90
80, 116
81, 99
81, 111
82, 83
84, 95
85, 104
87, 100
88, 92
88, 93
88, 100
88, 111
89, 96
91, 95
92, 95
92, 98
92, 110
93, 98
95, 100
95, 102
95, 118
97, 101
97, 115
98, 113
98, 114
99, 107
100, 101
101, 111
102, 112
102, 114
106, 111
109, 110
110, 120
111, 112
111, 118
112, 119
