0, 10
0, 36
0, 55
0, 59
0, 103
1, 52
1, 66
1, 70
1, 101
1, 113
1, 123
2, 71
2, 74
2, 77
3, 32
3, 60
3, 95
3, 103
3, 121
4, 27
4, 28
4, 44
4, 48
4, 111
4, 124
5, 59
5, 79
6, 12
6, 14
6, 27
7, 25
7, 62
7, 68
7, 72
7, 85
8, 41
9, 59
9, 67
9, 80
9, 117
10, 32
10, 113
11, 57
11, 69
11, 72
11, 123
12, 15
12, 66
12, 80
13, 22
13, 23
13, 63
13, 91
13, 94
13, 97
13, 104
13, 124
14, 37
14, 93
14, 107
14, 117
15, 23
15, 39
15, 65
15, 72
15, 120
15, 121
16, 44
16, 47
16, 74
16, 93
17, 35
17, 67
17, 77
17, 94
17, 98
17, 109
18, 71
19, 48
19, 71
20, 90
20, 97
20, 109
21, 44
21, 47
21, 50
21, 119
22, 42
22, 47
22, 64
22, 92
22, 118
23, 32
23, 55
23, 61
23, 65
23, 119
24, 61
24, 111
25, 49
25, 100
25, 111
25, 114
25, 122
26, 40
26, 56
26, 80
26, 111
27, 31
27, 35
27, 106
28, 61
28, 78
28, 113
28, 124
29, 71
29, 86
29, 99
29, 110
29, 120
30, 33
30, 49
30, 95
30, 111
31, 71
31, 92
31, 96
32, 49
32, 65
32, 93
33, 34
33, 60
34, 58
34, 59
34, 74
34, 88
34, 100
34, 102
35, 41
35, 55
35, 57
35, 77
35, 110
36, 69
36, 91
37, 57
37, 113
37, 118
38, 60
38, 61
38, 111
39, 79
39, 83
40, 64
40, 76
40, 89
41, 54
41, 64
41, 92
41, 109
42, 46
42, 54
43, 51
43, 53
43, 96
43, 101
45, 49
45, 93
45, 121
46, 56
46, 88
47, 50
47, 55
47, 93
47, 94
48, 57
48, 91
48, 116
49, 60
49, 67
49, 77
49, 91
50, 116
50, 124
51, 63
51, 73
52, 68
52, 106
52, 122
53, 64
53, 75
53, 87
53, 104
53, 107
53, 115
54, 60
54, 121
55, 93
55, 108
56, 64
56, 68
56, 80
56, 106
56, 123
57, 66
57, 88
57, 90
58, 85
59, 74
59, 111
59, 116
59, 118
60, 76
60, 79
61, 83
61, 108
61, 122
62, 78
63, 86
63, 107
64, 69
64, 86
64, 121
65, 69
65, 92
65, 101
66, 75
66, 123
67, 72
67, 104
67, 107
67, 114
68, 112
68, 113
68, 119
69, 90
69, 121
69, 123
70, 113
70, 114
71, 95
71, 110
71, 112
71, 119
72, 75
72, 104
72, 107
72, 110
72, 122
74, 81
74, 108
74, 109
74, 116
75, 94
75, 108
75, 123
77, 100
77, 106
77, 113
78, 80
80, 94
81, 95
81, 99
82, 92
84, 96
85, 105
87, 105
88, 94
89, 91
89, 113
90, 116
91, 92
91, 112
91, 116
92, 117
92, 122
93, 117
94, 99
94, 111
95, 124
96, 112
97, 104
98, 104
98, 115
98, 123
100, 105
100, 124
102, 103
102, 112
102, 119
103, 116
104, 119
104, 124
106, 110
106, 115
109, 122
110, 117
111, 114
111, 124
115, 120
116, 117
116, 124
118, 123
