0, 1
0, 46
0, 98
0, 117
1, 25
1, 29
1, 30
1, 67
1, 79
1, 98
1, 112
1, 115
2, 4
2, 31
3, 58
3, 75
3, 84
4, 11
4, 61
4, 70
4, 103
5, 52
5, 61
5, 100
6, 21
6, 45
6, 76
6, 116
7, 44
7, 56
7, 82
7, 97
8, 43
8, 51
8, 54
8, 85
8, 103
9, 31
9, 32
9, 36
9, 46
9, 48
9, 80
9, 114
10, 33
10, 58
10, 99
11, 63
11, 75
12, 23
12, 28
12, 85
13, 22
13, 34
13, 44
13, 59
14, 26
14, 27
14, 28
14, 39
14, 71
14, 89
14, 97
15, 20
15, 26
15, 30
15, 68
15, 84
16, 21
16, 23
16, 82
16, 87
16, 93
17, 83
17, 93
18, 60
18, 68
19, 21
19, 92
19, 113
20, 60
21, 28
21, 101
22, 83
22, 91
22, 107
23, 76
23, 83
23, 88
24, 30
24, 49
24, 85
24, 89
24, 114
25, 33
25, 41
25, 107
26, 61
26, 85
26, 98
27, 32
27, 45
27, 58
27, 79
27, 92
28, 57
28, 91
28, 115
29, 53
29, 75
29, 103
29, 110
29, 112
30, 34
30, 58
30, 88
30, 90
30, 101
31, 101
32, 62
32, 114
33, 93
33, 106
33, 110
34, 46
34, 58
34, 70
34, 93
34, 102
35, 58
35, 60
35, 74
35, 77
35, 79
35, 112
35, 113
36, 104
37, 38
37, 59
37, 61
37, 72
37, 80
37, 102
38, 66
38, 117
39, 64
39, 69
39, 75
39, 117
40, 41
40, 51
40, 59
40, 62
40, 76
40, 85
40, 89
41, 117
42, 56
42, 75
43, 50
43, 76
43, 88
44, 55
44, 61
44, 100
45, 53
45, 64
45, 90
45, 99
45, 108
45, 109
46, 49
46, 57
46, 58
46, 85
47, 64
48, 87
48, 106
49, 71
49, 85
49, 88
50, 53
50, 105
51, 57
51, 68
51, 94
51, 100
52, 76
52, 108
53, 59
53, 69
53, 79
53, 86
53, 98
53, 101
54, 95
54, 116
55, 60
55, 65
55, 91
56, 84
56, 111
57, 84
59, 69
62, 70
62, 76
62, 98
62, 108
63, 105
64, 81
65, 94
66, 78
66, 91
67, 72
67, 78
67, 88
67, 89
67, 107
68, 94
68, 99
70, 94
70, 100
71, 73
71, 117
72, 76
72, 78
72, 97
72, 116
72, 117
73, 106
74, 85
75, 79
75, 82
75, 99
75, 106
76, 81
79, 107
80, 81
80, 93
80, 103
80, 106
80, 110
81, 84
81, 93
82, 106
83, 84
83, 89
83, 99
84, 105
87, 114
88, 97
91, 98
91, 108
92, 114
93, 96
93, 98
93, 109
94, 110
95, 108
95, 111
95, 116
95, 117
98, 102
98, 116
101, 114
103, 106
104, 108
106, 107
108, 110
109, 112
110, 117
